,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418
206,section,chapitre,titre,livre,ier,code,sécurité,sociale,perte,recettes,résultant,sécurité,sociale,compensée,due,concurrence,majoration,droits,mentionnés,articles,code,général,groupe,républicains,vise,alléger,fiscalité,excessive,pèse,entreprises,imposition,bénéfices,inspection,générale,finances,rappelait,récent,poids,fiscalité,production,difficultés,entreprises,tendance,montant,total,impôts,production,payés,entreprises,crû,davantage,pib,valeur,contre,poids,impôts,production,spécificité,française,pib,contre,moyenne,zone,euro,lourd,handicap,fiscal,conduit,désindustrialisation,croissante,déficit,extérieur,persistant,affectée,économie,cohérence,amendements,projet,finances,tendent,abaisser,taxes,production,proposé,abroger,contribution,sociale,solidarité,charge,sociétés,mémoire,contribution,instituée,finances,considérée,juridiquement,imposition,conseil,constitutionnel,affectée,sécurité,sociale,poids,progressivement,accru,assiette,étendue,taux,maximal,augmenté,assortie,contributions,additionnelles,supprimée,fondue,financement,sécurité,sociale,année,assise,chiffre,affaires,appliqué,abattement,millions,euros,taux,inspection,générale,finances,relève,techniquement,chiffre,affaires,agrégat,comptable,objectif,taxation,chiffre,affaires,toutefois,source,distorsions,grande,variabilité,ventes,réalisées,secteurs,organisation,productive,filières,ailleurs,chiffre,affaires,constitue,reflet,fidèle,capacité,contributive,entreprise,puisqu,indépendant,suppression,programmée,cadre,pacte,solidarité,responsabilité,mis,œuvre,précédente,législature,taux,crédit,impôt,compétitivité,emploi,cice,élevé,dernière,tranche,finalement,produit,milliards,euros,redevables,représentait,milliards,euros,redevables,prévu,produit,fiscal,milliards,impôt,continue,peser,lourdement,compétitivité,économie,nationale,taux,cice,ramené,industrie,manufacturière,contribue,hauteur,produit,fiscal,total,représente,valeur,ajoutée,brute,nationale,raisons,convient,mener,terme,réforme,déjà,entreprise,supprimant,entièrement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,supprimer,article,groupe,républicains,vise,supprimer,retraites,prestations,familiales,nouveau,décidée,gouvernement,année,dernière,déjà,revalorisées,inflation,établie,autour,couvert,réindexer,retraites,pensions,invalidité,situées,seuil,gouvernement,décide,prolonger,gel,fois,prestations,familiales,servent,variable,ajustement,budgétaire,millions,euros,versés,familles,années,suite,années,coups,rabot,portés,familles,france,dernier,date,baisse,montant,paje,décidée,permettant,gouvernement,faire,millions,euros,dos,jeunes,natalité,baisse,année,consécutive,acharnement,gouvernement,contre,familles,incompréhensible,relève,mieux,inconscience,pire,retraités,augmentation,csg,violemment,touché,millions,correction,insuffisante,texte,portant,mesures,urgences,cible,gagnent,voir,appliquer,taux,csg,verront,pensions,gelées,nouveau,année,signataires,considèrent,augmentation,pouvoir,achat,salariés,faire,amélioration,compétitivité,création,emplois,richesses,transferts,sociaux,transferts,catégorie,français,frappant,fois,ainés,enfants,article,symptomatique,vision,comptable,vision,avenir,pays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,rédiger,garantir,libre,choix,respect,libre,choix,personnes,essentiel,textes,législatifs,réglementaires,pourtant,application,remis,question,instructions,demandes,prestations,compensation,mdph,assurer,imposé,choix,dispositif,médical,remise,état,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,article,code,sécurité,sociale,perte,recettes,sécurité,sociale,compensée,due,concurrence,majoration,droits,mentionnés,articles,code,général,impôtscet,proposé,unps,vise,supprimer,taxe,additionnelle,applicable,revenus,tirés,activité,conventionnée,dépassements,honoraires,seuls,professionnels,santé,affiliés,régime,pamc,article,code,sécurité,sociale,financement,sécurité,sociale,article,harmonisé,taux,cotisations,maladie,maternité,décès,professionnels,indépendants,ramenant,taux,cotisations,professionnels,santé,libéraux,affiliés,régime,praticiens,auxiliaires,médicaux,conventionnés,pamc,hauteur,taux,appliqué,rsi,article,introduit,taxe,additionnelle,applicable,revenus,tirés,activité,conventionnée,dépassements,honoraires,seuls,professionnels,santé,affiliés,régime,pamc,article,code,sécurité,sociale,taxe,additionnelle,constitue,véritable,iniquité,professionnels,santé,libéraux,affiliés,régime,pamc,professionnels,santé,libéraux,affiliés,rsi,suppression,taxe,additionnelle,vise,mettre,terme,discrimination,professionnels,santé,libéraux,régime,affiliation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,patients,insérer,mots,qualité,vie,travail,vise,préciser,notion,qualité,attendue,hôpitaux,proximité,pouvoir,entendre,qualité,prise,charge,qualité,vie,travail,déterminer,niveau,garantie,pluriannuelle,task,force,travaillé,réforme,modes,financement,régulation,fondement,projet,financement,sécurité,sociale,rappelait,ambages,perception,professionnels,qualité,vie,travail,prendre,puisqu,corrélation,éléments,qualité,prises,charge,démontrée,ailleurs,usage,indicateurs,restitués,établissements,diffusés,parole,soignants,rétablir,qualité,relation,administration,professionnels,soin,lever,malentendus,évaluation,pratiques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,compléter,mots,qualité,vie,travail,vise,préciser,notion,qualité,attendue,hôpitaux,proximité,pouvoir,entendre,qualité,prise,charge,qualité,vie,travail,déterminer,niveau,dotation,responsabilité,task,force,travaillé,réforme,modes,financement,régulation,fondement,projet,financement,sécurité,sociale,rappelait,ambages,perception,professionnels,qualité,vie,travail,prendre,puisqu,corrélation,éléments,qualité,prises,charge,démontrée,ailleurs,usage,indicateurs,restitués,établissements,diffusés,parole,soignants,rétablir,qualité,relation,administration,professionnels,soin,lever,malentendus,évaluation,pratiques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,substituer,mots,hospitalisation,titre,mots,titre,activités,nouvel,ondam,santé,mentale,psychiatrie,vocation,retracer,dépenses,prises,charge,assurance,maladie,activités,soins,santé,mentale,psychiatrie,établissements,santé,publics,privés,mettant,fin,système,dual,financement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,délai,mois,compter,promulgation,présente,gouverment,remet,parlement,relatif,rattrapage,faible,évolution,psychiatrie,ondam,évalue,manque,gagner,estimer,impact,négatif,dotation,subir,cour,comptes,rappelait,pathologies,relevant,psychiatrie,situent,france,rang,maladies,fréquentes,cancer,maladies,statistiques,drees,nombre,patients,avère,hausse,expliquer,indifférence,ministère,gouvernement,politique,largement,expliquer,témoignages,accablants,situations,alarmantes,malades,considérés,malades,ordinaires,entrant,parcours,psychiatrique,yeux,état,perdent,beaucoup,voire,citoyenneté,amiens,directeur,hôpital,envisager,envoyer,patients,belgique,exil,personnes,souffrant,foie,cœur,pied,tête,fragile,patient,peine,défendre,défendre,individuellement,face,institution,défendre,collectivement,défendre,droits,organiser,maladie,mentale,éloigne,bien,familles,fatigue,entourage,use,solidarités,rompt,fréquemment,parents,accrochent,écopant,déjà,soucis,ordinaires,trouvent,rarement,force,monter,associations,investir,temps,énergie,patients,ingrédients,rassemblés,indifférence,oubli,étende,zone,ombre,république,exemple,hommes,femmes,enfermés,chambres,isolement,oculus,traitement,réclame,simplement,manque,soignants,manque,cruel,hémorragie,hôpitaux,bientôt,psychiatrie,psychiatre,moyens,accord,moyens,viser,fin,finalité,psychiatrie,politique,communauté,médicale,associations,familles,poser,moyens,moyens,financiers,redonner,temps,respiration,souffle,soignants,permettre,nouent,renouent,relations,sortir,chiasme,morbide,psychiatrie,misère,misère,psychiatrie,bref,malades,maltraités,moralement,psychiatrie,budgétairement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,supprimer,prise,charge,assuré,engagement,restituer,dispositif,médical,concerné,centre,pouvant,réaliser,remise,bon,état,usage,lieu,instaurer,contrainte,supplémentaire,forme,consigne,faire,prise,charge,prestation,rétrocédée,cas,dispositif,médical,anormalement,détérioré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,insérer,montant,dotations,établi,fonction,critères,favorisant,établissements,santé,publics,établissements,santé,privés,poids,relatif,privé,public,matière,hospitalisation,psychiatrie,doublé,cliniques,psychiatriques,privées,concentrées,sein,grands,groupes,ramsey,générale,santé,cliniques,france,clinea,propriété,groupe,orpea,leaders,maisons,retraites,privées,cliniques,france,pourtant,agisse,hôpital,structures,sociales,nécessaire,rebâtir,psychiatrie,publique,pouvoir,assurer,gratuité,soins,dépassements,honoraires,coûts,supplémentaires,nuitée,prise,charge,urgences,cas,lourds,france,personnes,hospitalisées,contrainte,prises,charge,hôpitaux,publics,tandis,hospitalisations,libres,majorité,conditions,travail,meilleures,fonctionnaires,privé,concurrence,tire,notons,privé,brandi,menace,face,soignants,public,attention,plaignez,trop,lits,donnés,privé,témoigne,olivier,infirmier,psy,équipes,connaissent,long,parcours,patient,assurent,continuité,relationnelle,bonne,répartition,ensemble,territoire,contrairement,offre,privé,concentrent,régions,rentablescet,demande,financement,établissements,psychiatriques,favorise,établissements,publics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,gouvernement,remet,mois,compter,promulgation,présente,chiffrant,coût,remboursement,intégral,partiel,psychothérapies,effectuées,psychologues,différenciant,catégories,psychothérapies,existantes,évalue,effets,directs,anticipés,dispositif,concerne,évolution,recettes,dépenses,sécurité,mission,information,organisation,santé,mentale,paru,septembre,députées,martine,wonner,caroline,fiat,observait,étude,dress,prise,charge,dépression,médecine,générale,ville,etudes,résultats,septembre,médecins,généralistes,prennent,charge,patients,atteints,dépression,proposent,exclusivement,traitement,médicamenteux,cas,dépression,sévère,déclarent,prescrire,antidépresseurs,anxiolytiques,études,montrent,efficacité,psychothérapies,dépressions,intensité,légère,modérée,inserm,psychothérapies,approches,évaluées,inserm,rappellera,france,situe,rang,espagne,consommation,anxiolytiques,benzodiazépines,population,vus,prescrire,anxiolytiques,assurance,maladie,dénonçait,prescription,inadéquate,antidépresseurs,prononçait,remboursement,psychothérapies,effectuées,psychologues,pérennisant,expérimentations,actuellement,cours,menée,assurance,maladie,départements,concerne,adultes,souffrant,troubles,légers,modérés,ecout,emoi,issue,lfss,départements,concerne,jeunes,souffrance,psychique,chiffrer,coût,remboursement,intégral,partiel,psychothérapies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,article,code,sécurité,sociale,taux,remplacé,taux,perte,recettes,sécurité,sociale,compensée,due,concurrence,création,taxe,additionnelle,droits,visés,articles,code,général,entreprises,répartition,pharmaceutique,jouent,rôle,crucial,chaîne,médicament,assurant,approvisionnement,pharmacies,françaises,ensemble,territoire,missions,obligations,service,public,encadrées,agence,nationale,sécurité,médicament,ansm,disposer,stocks,médicaments,permettant,satisfaire,jours,consommation,habituelle,livrer,ensemble,pharmacies,officine,délai,commande,disposer,médicaments,commercialisés,contexte,multiplication,tensions,approvisionnement,médicaments,répartiteurs,pharmaceutiques,cœur,diminution,impact,missions,confiées,etat,acteurs,privés,rémunération,derniers,encadrée,arrêté,marge,ailleurs,activité,répartiteur,soumise,taxe,prélevée,agence,centrale,sécurité,sociale,acoss,titre,vente,gros,médicaments,assiette,contribution,composée,parts,correspond,taux,chiffre,affaires,taxe,réalisé,entreprise,cours,année,années,système,rémunération,inadapté,évolution,marché,viable,répartiteurs,pharmaceutiques,ailleurs,profession,taxation,spécifique,pénalise,fortement,marges,unitaires,faibles,ampute,capital,applique,chiffre,affaires,contribution,structuration,taux,devenue,totalement,obsolète,confiscatoire,représente,marge,réglementée,excédent,brut,exploitation,perte,nette,exploitation,millions,euros,millions,euros,projections,envisagent,perte,millions,euros,total,millions,euros,manque,gagner,état,absence,mesures,urgence,concrètes,qualité,approvisionnement,quotidien,français,médicaments,remise,risque,ministre,solidarités,santé,engagée,débats,plfss,travaux,autour,changement,modèle,aboutissent,cours,trimestre,discussions,entamées,ministère,procéder,nouveau,système,rémunération,moyen,terme,engagement,concrétisé,stade,travers,mesures,correspondant,besoins,essentiel,court,terme,prendre,mesures,année,éviter,effondrement,circuit,médicament,baisse,contribution,régler,crise,connait,représente,volet,défaut,traiter,fond,refonte,complète,assiette,contribution,prévoit,réduire,taux,dégager,millions,euros,répartition,représente,emplois,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,article,code,sécurité,sociale,taux,remplacé,taux,perte,recettes,sécurité,sociale,compensée,due,concurrence,création,taxe,additionnelle,droits,visés,articles,code,général,entreprises,répartition,pharmaceutique,jouent,rôle,crucial,chaîne,médicament,assurant,approvisionnement,pharmacies,françaises,ensemble,territoire,missions,obligations,service,public,encadrées,agence,nationale,sécurité,médicament,ansm,disposer,stocks,médicaments,permettant,satisfaire,jours,consommation,habituelle,livrer,ensemble,pharmacies,officine,délai,charque,commande,disposer,médicaments,commercialisés,contexte,multiplication,tensions,approvisionnement,médicaments,répartiteurs,pharmaceutiques,cœur,diminution,impact,missions,confiées,etat,acteurs,privés,rémunération,derniers,encadrée,arrêté,marge,ailleurs,activité,répartiteur,soumise,taxe,prélevée,agence,centrale,sécurité,sociale,acoss,titre,vente,gros,médicaments,assiette,contribution,composée,parts,correspond,taux,chiffre,affaires,taxe,réalisé,entreprise,cours,année,années,système,rémunération,inadapté,évolution,marché,viable,répartiteurs,pharmaceutiques,ailleurs,profession,taxation,spécifique,pénalise,fortement,marges,unitaires,faibles,ampute,capital,applique,chiffre,affaires,contribution,structuration,taux,devenue,totalement,obsolète,confiscatoire,représente,marge,réglementée,excédent,brut,exploitation,perte,nette,exploitation,millions,euros,millions,euros,projections,envisagent,perte,millions,euros,total,millions,euros,manque,gagner,état,absence,mesures,urgence,concrètes,qualité,approvisionnement,quotidien,français,médicaments,remise,risque,ministre,solidarités,santé,engagée,débats,plfss,travaux,autour,changement,modèle,aboutissent,cours,trimestre,discussions,entamées,ministère,procéder,nouveau,système,rémunération,moyen,terme,engagement,concrétisé,stade,travers,mesures,correspondant,besoins,essentiel,court,terme,prendre,mesures,année,éviter,effondrement,circuit,médicament,baisse,contribution,régler,crise,connait,représente,volet,défaut,traiter,fond,refonte,complète,assiette,contribution,prévoit,réduire,taux,dégager,millions,euros,répartition,représente,emplois,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,article,code,sécurité,sociale,taux,remplacé,taux,perte,recettes,sécurité,sociale,compensée,due,concurrence,création,taxe,additionnelle,droits,visés,articles,code,général,entreprises,répartition,pharmaceutique,jouent,rôle,crucial,chaîne,médicament,assurant,approvisionnement,pharmacies,françaises,ensemble,territoire,missions,obligations,service,public,encadrées,agence,nationale,sécurité,médicament,ansm,disposer,stocks,médicaments,permettant,satisfaire,jours,consommation,habituelle,livrer,ensemble,pharmacies,officine,délai,commande,disposer,médicaments,commercialisés,contexte,multiplication,tensions,approvisionnement,médicaments,répartiteurs,pharmaceutiques,cœur,diminution,impact,missions,confiées,etat,acteurs,privés,rémunération,derniers,encadrée,arrêté,marge,ailleurs,activité,répartiteur,soumise,taxe,prélevée,agence,centrale,sécurité,sociale,acoss,titre,vente,gros,médicaments,assiette,contribution,composée,parts,correspond,taux,chiffre,affaires,taxe,réalisé,entreprise,cours,année,années,système,rémunération,inadapté,évolution,marché,viable,répartiteurs,pharmaceutiques,ailleurs,profession,taxation,spécifique,pénalise,fortement,marges,unitaires,faibles,ampute,capital,applique,chiffre,affaires,contribution,structuration,taux,devenue,totalement,obsolète,confiscatoire,représente,marge,réglementée,excédent,brut,exploitation,perte,nette,exploitation,millions,euros,millions,euros,projections,envisagent,perte,millions,euros,total,millions,euros,manque,gagner,état,absence,mesures,urgence,concrètes,qualité,approvisionnement,quotidien,français,médicaments,remise,risque,ministre,solidarités,santé,engagée,débats,plfss,travaux,autour,changement,modèle,aboutissent,cours,trimestre,discussions,entamées,ministère,procéder,nouveau,système,rémunération,moyen,terme,engagement,concrétisé,stade,travers,mesures,correspondant,besoins,essentiel,court,terme,prendre,mesures,année,éviter,effondrement,circuit,médicament,baisse,contribution,régler,crise,connait,représente,volet,défaut,traiter,fond,refonte,complète,assiette,contribution,repli,prévoit,réduire,taux,dégager,millions,euros,répartition,représente,emplois,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,article,code,sécurité,sociale,taux,remplacé,taux,perte,recettes,sécurité,sociale,compensée,due,concurrence,création,taxe,additionnelle,droits,visés,articles,code,général,entreprises,répartition,pharmaceutique,jouent,rôle,crucial,chaîne,médicament,assurant,approvisionnement,pharmacies,françaises,ensemble,territoire,missions,obligations,service,public,encadrées,agence,nationale,sécurité,médicament,ansm,disposer,stocks,médicaments,permettant,satisfaire,jours,consommation,habituelle,livrer,ensemble,pharmacies,officine,délai,charque,commande,disposer,médicaments,commercialisés,contexte,multiplication,tensions,approvisionnement,médicaments,répartiteurs,pharmaceutiques,cœur,diminution,impact,missions,confiées,etat,acteurs,privés,rémunération,derniers,encadrée,arrêté,marge,ailleurs,activité,répartiteur,soumise,taxe,prélevée,agence,centrale,sécurité,sociale,acoss,titre,vente,gros,médicaments,assiette,contribution,composée,parts,correspond,taux,chiffre,affaires,taxe,réalisé,entreprise,cours,année,années,système,rémunération,inadapté,évolution,marché,viable,répartiteurs,pharmaceutiques,ailleurs,profession,taxation,spécifique,pénalise,fortement,marges,unitaires,faibles,ampute,capital,applique,chiffre,affaires,contribution,structuration,taux,devenue,totalement,obsolète,confiscatoire,représente,marge,réglementée,excédent,brut,exploitation,perte,nette,exploitation,millions,euros,millions,euros,projections,envisagent,perte,millions,euros,total,millions,euros,manque,gagner,état,absence,mesures,urgence,concrètes,qualité,approvisionnement,quotidien,français,médicaments,remise,risque,ministre,solidarités,santé,engagée,débats,plfss,travaux,autour,changement,modèle,aboutissent,cours,trimestre,discussions,entamées,ministère,procéder,nouveau,système,rémunération,moyen,terme,engagement,concrétisé,stade,travers,mesures,correspondant,besoins,essentiel,court,terme,prendre,mesures,année,éviter,effondrement,circuit,médicament,baisse,contribution,régler,crise,connait,représente,volet,défaut,traiter,fond,refonte,complète,assiette,contribution,repli,prévoit,réduire,taux,dégager,millions,euros,répartition,représente,emplois,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
