"('Mot Fréquent1',)","('Mot Fréquent2',)","('Mot Fréquent3',)","('Mot Fréquent4',)","('Mot Important1',)","('Mot Important2',)","('Mot Important3',)","('Mot Important4',)",0
expérimentation,instrumental,sage,femme,sécurité,vise,supprimer,financement,1
expérimentation,ministre,charger,santé,pouvoir,permettre,compléter,an,1
expérimentation,ministère,charge,santé,pouvoir,permettre,prévoir,compléter,1
expérimentation,patient,dispositif,cahier,social,sécurité,financement,compléter,1
expérimentation,pouvoir,opticien,lunetier,social,sécurité,faire,public,1
expérimentation,pouvoir,service,saad,social,prévoir,charge,dispositif,1
expérimentation,prévoir,financement,dotation,supprimer,dispositif,année,national,1
expérimentation,prévoir,financement,dotation,supprimer,dispositif,compléter,année,1
exonération,dispositif,patronal,agricole,vise,rédiger,prévoir,charge,1
exonération,dispositif,agricole,fin,social,sécurité,devoir,vise,1
exonération,dispositif,agricole,concurrence,devoir,vise,permettre,rédiger,1
exercer,sein,travail,viser,vise,public,dispositif,compléter,1
esat,emploi,handicaper,transition,pouvoir,financement,nouveau,conséquence,1
eti,entreprise,taille,social,devoir,faire,rédiger,charge,1
européen,règlement,produit,référence,social,an,dernier,mise,1
européen,social,impôt,système,pouvoir,faire,supprimer,public,1
européen,social,travailleur,sécurité,pouvoir,devoir,vise,public,1
examen,insérer,condition,fixer,supprimer,insérer,condition,cadre,1
existence,contrôle,pension,preuve,vise,faire,rédiger,compléter,1
exonération,cotisation,social,rémunération,pouvoir,vise,permettre,charge,1
existence,contrôle,régime,retraite,santé,vise,public,rédiger,1
existence,justifier,auprès,ambassade,vise,rédiger,prévoir,dispositif,1
existence,pension,retraite,art,devoir,vise,rédiger,financement,1
exonération,but,lucratif,sécurité,faire,compléter,degré,général,1
exonération,cotisation,entreprise,contrat,pouvoir,vise,permettre,charge,1
exonération,cotisation,social,mois,pouvoir,vise,permettre,droit,1
employeur,degré,tâche,réaliser,social,vise,supprimer,charge,1
ehpad,lucratif,nombre,public,faire,année,an,titre,1
dispositif,médical,liste,sus,social,sécurité,rédiger,compléter,1
droit,attribuer,régime,vérification,permettre,faire,public,insérer,1
donnée,qualité,vie,patient,pouvoir,santé,devoir,vise,1
dotation,fonction,résultat,établissement,santé,faire,financement,compléter,1
dotation,motiver,organisation,santé,faire,rédiger,degré,établissement,1
dotation,répartition,populationnell,principe,pouvoir,vise,financement,degré,1
dotation,répartition,populationnell,principe,pouvoir,vise,rédiger,financement,1
dotation,soin,hospitalier,déterminer,devoir,vise,insérer,activité,1
douleur,contre,lutte,plan,devoir,permettre,prévoir,général,1
douleur,contre,plan,lutte,social,sécurité,pouvoir,devoir,1
droit,allocation,invalidité,bénéficier,devoir,rédiger,dispositif,condition,1
droit,allocation,invalidité,sécurité,santé,vise,rédiger,dispositif,1
droit,allocation,invalidité,sécurité,vise,rédiger,dispositif,assurer,1
droit,allocation,invalidité,sécurité,vise,rédiger,dispositif,proposer,1
droit,allocation,sécurité,social,vise,insérer,rédiger,dispositif,1
droit,allocation,sécurité,social,vise,rédiger,concerner,prestation,1
droit,an,bénéficier,supprimer,social,sécurité,vise,permettre,1
donnée,obtenir,interconnexion,social,pouvoir,vise,permettre,faire,1
donnée,entreprise,objectif,recueil,insérer,dispositif,droit,conséquence,1
donneur,financier,exonération,ticket,social,sécurité,vise,supprimer,1
disposition,préciser,référence,retracer,vise,charge,financement,compléter,1
dispositif,pérennisation,concurrence,to,social,sécurité,devoir,vise,1
dispositif,raison,risque,accès,social,santé,faire,rédiger,1
dispositif,salarié,supprimer,accord,sécurité,vise,permettre,faire,1
dispositif,stupéfiant,social,lhs,santé,permettre,faire,public,1
dispositif,supprimer,consigne,remise,faire,prévoir,cas,assurer,1
disposition,insérer,relevant,domaine,insérer,disposition,domaine,relevant,1
disposition,rédiger,fin,second,social,rédiger,assurance,disposition,1
domicile,travail,accident,bénéficiaire,devoir,permettre,dispositif,compléter,1
distributeur,insérer,détail,conséquence,insérer,conséquence,procéder,insertion,1
dividende,entreprise,pharmaceutique,dette,social,sécurité,pouvoir,santé,1
domicile,autonomie,soin,aide,pouvoir,vise,permettre,insérer,1
domicile,salarié,aide,contribution,devoir,vise,charge,compléter,1
domicile,soin,réaliser,hospitalisation,sécurité,pouvoir,santé,devoir,1
domicile,soin,réaliser,hospitalisation,sécurité,santé,devoir,vise,1
droit,assurer,allocation,sécurité,vise,rédiger,prévoir,dispositif,1
droit,bière,accise,vin,social,sécurité,vise,pourcent,1
effort,priver,tableau,rédiger,santé,public,rédiger,maladie,1
droit,bénéficiaire,complémentaire,santé,social,devoir,vise,faire,1
définition,produit,faire,tableau,social,vise,rédiger,maladie,1
déjà,vise,retirer,nouveau,vise,faire,nouveau,supplémentaire,1
délai,compter,indemnisation,fonds,vise,état,année,mise,1
délai,fixer,mois,réception,devoir,vise,état,substituer,1
délai,jour,travailleur,indépendant,pouvoir,santé,devoir,vise,1
délai,santé,pouvoir,mois,compléter,disposition,objectif,cadre,1
dématérialisation,prescription,relatif,soin,social,vise,charge,maladie,1
département,part,financement,acteur,vise,insérer,national,mettre,1
dépense,dispositif,médical,entreprise,pouvoir,santé,devoir,faire,1
dépense,montant,ondam,objectif,social,sécurité,pouvoir,devoir,1
dépense,section,insérer,aidant,social,sécurité,devoir,vise,1
dépense,soin,ville,entrée,pouvoir,permettre,rédiger,prévoir,1
dépistage,infection,biologie,médical,vise,faire,public,insérer,1
développement,bis,médicament,recherche,pouvoir,rédiger,financement,mettre,1
développement,public,santé,médicament,insérer,rédiger,compléter,mettre,1
définir,substituer,modèle,type,condition,substituer,modèle,type,1
déduction,employeur,supprimer,vise,devoir,vise,supprimer,droit,1
décret,ssiad,personnel,traitement,devoir,public,prévoir,compléter,1
début,dernier,substituer,établissement,établissement,dernier,substituer,début,1
droit,social,organisme,recour,devoir,vise,supprimer,public,1
durée,janvier,contrat,rémunération,sécurité,devoir,vise,degré,1
durée,maximal,insérer,conséquence,devoir,insérer,conséquence,agir,1
durée,maximale,totale,compléter,vise,compléter,conséquence,substituer,1
durée,paternité,enfant,homme,santé,devoir,vise,public,1
débat,supprimer,allongement,retraite,proposer,disposition,dernier,ensemble,1
début,supprimer,dérogation,bis,supprimer,général,impôt,bis,1
décret,pouvoir,prolonger,prévoir,vise,permettre,faire,compléter,1
débute,tard,an,fin,permettre,charge,compléter,soin,1
décembre,cours,année,fin,vise,faire,organisme,substituer,1
décembre,juin,réalisation,parlement,pouvoir,permettre,substituer,mois,1
décider,supprimer,dispose,compenser,social,supprimer,disposition,compenser,1
décret,application,disposition,relatif,social,sécurité,santé,permettre,1
décret,jour,minimal,substituer,pouvoir,prévoir,activité,professionnel,1
contraindre,sécurité,social,insérer,social,sécurité,faire,insérer,1
contention,mécanique,insérer,conséquence,insérer,conséquence,patient,agir,1
programme,santé,maladie,patient,pouvoir,devoir,faire,public,1
année,sécurité,social,contribution,devoir,vise,dispositif,compléter,1
année,conséquence,devoir,vise,social,sécurité,prévoir,charge,1
année,conséquence,fin,substituer,social,sécurité,devoir,vise,1
année,cotisation,cas,activité,social,vise,faire,insérer,1
année,cours,entreprise,montant,pouvoir,devoir,vise,rédiger,1
année,devoir,revenu,perte,sécurité,prévoir,droit,général,1
année,dispositif,montant,mayotte,social,pouvoir,insérer,prévoir,1
année,emploi,fin,substituer,social,sécurité,devoir,dispositif,1
année,financement,activité,fin,santé,devoir,insérer,compléter,1
année,financement,activité,modèle,devoir,substituer,fin,besoin,1
année,pourcent,social,degré,permettre,droit,général,assurance,1
année,pouvoir,contribution,substituer,santé,insérer,dispositif,état,1
année,pouvoir,prolonger,compléter,sécurité,devoir,faire,prévoir,1
année,sauvegarde,substituer,clause,pouvoir,permettre,faire,prévoir,1
année,social,sécurité,emploi,devoir,vise,faire,financement,1
année,substituer,conséquence,rédactionnel,conséquence,venir,date,rédactionnel,1
année,chiffre,affaire,sécurité,pouvoir,vise,insérer,prévoir,1
annoncer,sécurité,social,cas,supprimer,nouveau,concerner,nécessaire,1
ancienneter,permettre,an,supprimer,vise,insérer,droit,maladie,1
allocation,droit,invalidité,sécurité,vise,insérer,rédiger,dispositif,1
alcool,risque,pourcent,titrer,faire,public,rédiger,compléter,1
alcool,risque,pourcent,titrer,santé,faire,public,rédiger,1
aller,entreprise,supprimer,parent,devoir,vise,charge,droit,1
allocation,droit,invalidité,servir,social,sécurité,vise,rédiger,1
allocation,droit,invalidité,supplémentaire,vise,insérer,rédiger,dispositif,1
allocation,droit,invalidité,supplémentaire,vise,rédiger,dispositif,concerner,1
allocation,droit,invalidité,sécurité,vise,rédiger,dispositif,concerner,1
an,sécurité,social,coefficier,social,sécurité,vise,insérer,1
allocation,droit,sécurité,social,vise,rédiger,dispositif,concerner,1
allocation,remplacement,prévoir,dispositif,sécurité,pouvoir,santé,public,1
allocation,âgé,aspa,degré,pouvoir,devoir,permettre,prévoir,1
amélioration,condition,travail,attractivité,vise,insérer,aide,ajouter,1
an,année,réforme,revenir,permettre,insérer,national,établissement,1
an,second,substituer,mois,vise,substituer,mois,évaluation,1
année,substituer,erreur,matériel,substituer,matériel,année,erreur,1
année,sécurité,social,devoir,charge,compléter,organisme,perte,1
alcool,montant,taxe,nouveau,pouvoir,cas,substituer,raison,1
anormalement,détériorer,irrémédiablement,dispositif,pouvoir,prévoir,maladie,assurance,1
assurance,autonomie,vie,prélèvement,permettre,public,insérer,financement,1
assurance,autonomie,vie,prélèvement,permettre,public,insérer,rédiger,1
assurance,chômage,disposition,relatif,supprimer,financement,droit,assurer,1
assurance,maladie,santé,mise,public,rédiger,prévoir,dispositif,1
assurance,maladie,établissement,santé,social,sécurité,permettre,faire,1
assurance,organisme,régir,pourcent,devoir,vise,faire,compléter,1
assurance,substituer,régime,obligatoire,substituer,régime,obligatoire,assurance,1
assurance,vieilless,médecin,charge,pouvoir,devoir,vise,conséquence,1
assureur,crise,taxe,organisme,social,sécurité,pouvoir,santé,1
attractivité,substituer,amélioration,condition,vise,compléter,perte,conséquence,1
atu,médicament,dispositif,industriel,devoir,vise,permettre,faire,1
atu,thérapeutique,information,dispositif,pouvoir,devoir,vise,faire,1
audiovisuel,social,perte,recette,pouvoir,supprimer,public,charge,1
autonomie,attractivité,métier,condition,pouvoir,devoir,compléter,année,1
autonomie,branche,social,caisse,prévoir,financement,compléter,national,1
assurance,acteur,sécurité,social,santé,devoir,vise,rédiger,1
assurance,acteur,mutualiste,contribution,social,sécurité,santé,vise,1
association,perte,recette,compenser,social,sécurité,vise,insérer,1
arrêt,travail,nombre,motif,vise,droit,mettre,objectif,1
ansm,taux,supplémentaire,devoir,social,santé,financement,national,1
apa,taux,pourcent,recette,national,conséquence,titre,dernier,1
applique,rédiger,condition,degré,rédiger,degré,condition,exception,1
arrêt,sage,femme,pouvoir,social,sécurité,insérer,rédiger,1
arrêt,travail,femme,sage,permettre,faire,charge,droit,1
arrêt,travail,femme,sage,social,sécurité,santé,permettre,1
assistant,coordonnée,supprimer,maternel,pouvoir,droit,général,nécessaire,1
association,degré,général,impôt,dispositif,droit,proposer,mettre,1
assistant,france,maternel,contribution,social,santé,devoir,public,1
assistant,maternel,accueil,crèche,devoir,faire,proposer,mettre,1
assistant,maternel,disponibilité,accueil,devoir,insérer,relatif,très,1
assistant,maternel,site,difficulté,supprimer,cas,prévoit,accès,1
assistant,maternel,site,personnel,permettre,faire,supprimer,pourcent,1
assistant,maternel,venir,ajouter,nouveau,cas,concerner,application,1
alcool,pourcent,bière,degré,sécurité,santé,vise,rédiger,1
aider,aidant,date,indemnisation,social,sécurité,pouvoir,faire,1
autonomie,financeur,politique,travailleur,social,supprimer,charge,financement,1
activité,volume,recette,percevoir,devoir,public,financement,service,1
acte,santé,prestation,assurance,supprimer,charge,compléter,année,1
acte,zone,définir,compléter,social,sécurité,santé,public,1
acteur,problématique,ensemble,chaine,sécurité,santé,insérer,rédiger,1
action,financement,projet,autonomie,santé,faire,rédiger,compléter,1
actionnaire,dividende,contribution,pourcent,permettre,rédiger,financement,degré,1
activité,agricole,régime,salarié,social,pouvoir,dispositif,compléter,1
activité,cotisation,professionnel,bénéfice,rédiger,charge,financement,compléter,1
activité,cotisation,professionnel,moniteur,supprimer,financement,droit,général,1
activité,cotisation,travailleur,indépendant,social,supprimer,droit,titre,1
activité,degré,tarification,hôpital,devoir,faire,charge,compléter,1
activité,degré,tarification,hôpital,social,sécurité,devoir,faire,1
activité,filière,final,affaire,social,sécurité,pouvoir,devoir,1
activité,fin,substituer,décembre,vise,faire,charge,année,1
activité,particulier,bancaire,compléter,permettre,compléter,cas,objectif,1
activité,régime,relever,agricole,pouvoir,dispositif,compléter,général,1
acte,nomenclature,médical,rédiger,santé,permettre,faire,général,1
accès,unité,femme,adapter,faire,rédiger,état,conséquence,1
accès,unité,adapter,gynécologie,état,décret,fin,nécessaire,1
accueil,enfant,paternité,jeune,permettre,insérer,dispositif,important,1
abroger,rédiger,degré,supprimer,supprimer,rédiger,degré,conséquence,1
académique,médicament,dépense,production,public,prévoir,financement,compléter,1
accident,assurance,substituer,maladie,social,maladie,professionnel,substituer,1
accident,travail,salarié,sécurité,pouvoir,insérer,rédiger,financement,1
accord,fractionnement,jour,prévoir,pouvoir,rédiger,établissement,substituer,1
accueil,collectivité,territorial,opérateur,santé,permettre,insérer,établissement,1
accueil,enfant,paternité,parentalité,permettre,insérer,dispositif,important,1
accès,unité,adapter,gynécologie,état,décret,fin,bénéficier,1
accueil,niveau,devoir,parcours,pouvoir,permettre,faire,insérer,1
