,Mot Nº1,Mot Nº2,Mot Nº3,Mot Nº4,Mot Nº5,Mot Nº6,Mot Nº7,Mot Nº8,Mot Nº9,Mot Nº10
AMANR5L15PO420120B3397P0D1N000167,"('dispositif', 6)","('social', 5)","('cotisation', 4)","('article', 3)","('sécurité', 3)","('exonération', 3)","('réduction', 2)","('code', 1)","('insérer', 1)","('rédiger', 1)"
AMANR5L15PO420120B3397P0D1N000170,"('recherche', 7)","('public', 5)","('médicament', 4)","('développement', 4)","('investissement', 3)","('prix', 3)","('financement', 3)","('crédit', 3)","('impôt', 3)","('biomédical', 2)"
AMANR5L15PO420120B3397P0D1N000171,"('médicament', 5)","('degré', 4)","('prix', 4)","('vente', 3)","('an', 3)","('fixer', 3)","('rédiger', 2)","('mentionner', 2)","('faire', 2)","('extension', 2)"
AMANR5L15PO420120B3397P0D1N000172,"('liste', 5)","('dispositif', 4)","('médical', 4)","('sus', 4)","('charge', 3)","('relatif', 2)","('innovant', 2)","('prendre', 2)","('actualisation', 2)","('article', 1)"
AMANR5L15PO420120B3397P0D1N000174,"('médecin', 6)","('libéral', 6)","('article', 5)","('zone', 5)","('installation', 5)","('santé', 4)","('médical', 4)","('dispositif', 3)","('code', 2)","('conventionnemer', 2)"
AMANR5L15PO420120B3397P0D1N000175,"('santé', 6)","('article', 4)","('payer', 4)","('degré', 3)","('tiers', 3)","('assurance', 3)","('maladie', 3)","('soin', 3)","('concitoyen', 3)","('frais', 3)"
AMANR5L15PO420120B3397P0D1N000182,"('santé', 8)","('représentant', 3)","('ville', 3)","('objectif', 3)","('ondam', 3)","('cadre', 3)","('discussion', 3)","('logique', 3)","('comité', 2)","('professionnel', 2)"
AMANR5L15PO420120B3397P0D1N000187,"('chronique', 7)","('infirmier', 6)","('expérimentation', 6)","('patient', 6)","('maladie', 5)","('santé', 5)","('état', 4)","('pathologie', 4)","('soin', 4)","('diplômer', 3)"
AMANR5L15PO420120B3397P0D1N000188,"('santé', 7)","('infirmier', 6)","('public', 6)","('vaccination', 5)","('article', 5)","('expérimentation', 5)","('code', 4)","('réaliser', 3)","('prescription', 3)","('médical', 3)"
AMANR5L15PO420120B3397P0D1N000190,"('répartition', 7)","('médicament', 6)","('million', 6)","('taux', 5)","('crise', 5)","('entreprise', 5)","('contribution', 5)","('pourcent', 4)","('ensemble', 4)","('année', 4)"
AMANR5L15PO420120B3397P0D1N000191,"('professionnel', 6)","('santé', 6)","('activité', 6)","('libéral', 5)","('social', 4)","('cotisation', 4)","('affilie', 4)","('régime', 4)","('taxe', 4)","('sécurité', 3)"
AMANR5L15PO420120B3397P0D1N000194,"('téléconsultation', 7)","('article', 5)","('parcours', 5)","('soin', 5)","('développement', 4)","('santé', 3)","('prise', 3)","('charge', 3)","('pourcent', 3)","('assurance', 3)"
AMANR5L15PO420120B3397P0D1N000195,"('article', 3)","('compléter', 1)","('tard', 1)","('mois', 1)","('promulgation', 1)","('remettre', 1)","('parlement', 1)","('conséquence', 1)","('social', 1)","('permettre', 1)"
AMANR5L15PO420120B3397P0D1N000197,"('familial', 7)","('politique', 5)","('social', 4)","('principe', 4)","('universalité', 4)","('enfant', 4)","('sécurité', 2)","('reposer', 2)","('français', 2)","('parent', 2)"
AMANR5L15PO420120B3397P0D1N000198,"('familial', 8)","('revenu', 8)","('allocation', 6)","('modulation', 5)","('universalité', 4)","('social', 4)","('impôt', 4)","('fiscal', 3)","('condition', 3)","('suppression', 3)"
AMANR5L15PO420120B3397P0D1N000199,"('familial', 4)","('allocation', 4)","('naissance', 4)","('adopter', 3)","('mode', 3)","('politique', 2)","('quotient', 2)","('parental', 2)","('base', 2)","('enfant', 2)"
AMANR5L15PO420120B3397P0D1N000201,"('santé', 8)","('ondam', 4)","('représentant', 3)","('ville', 3)","('objectif', 3)","('cadre', 3)","('discussion', 3)","('logique', 3)","('comité', 2)","('professionnel', 2)"
AMANR5L15PO420120B3397P0D1N000204,"('an', 3)","('année', 2)","('réforme', 2)","('revenir', 2)","('insérer', 1)","('bis', 1)","('remplacer', 1)","('mettre', 1)","('œuvre', 1)","('tarif', 1)"
AMANR5L15PO420120B3397P0D1N000208,"('personnel', 4)","('médical', 4)","('social', 4)","('article', 3)","('chiffrage', 3)","('évolution', 3)","('esprit', 2)","('programmation', 2)","('finance', 2)","('public', 2)"
AMANR5L15PO420120B3397P0D1N000216,"('familial', 8)","('handicap', 6)","('prestation', 4)","('parent', 3)","('famille', 3)","('charge', 2)","('vie', 2)","('professionnel', 2)","('politique', 2)","('dépense', 2)"
AMANR5L15PO420120B3397P0D1N000217,"('prime', 8)","('naissance', 8)","('mois', 5)","('date', 4)","('enfant', 4)","('famille', 4)","('article', 3)","('degré', 3)","('verser', 3)","('grossesse', 3)"
AMANR5L15PO420120B3397P0D1N000219,"('financement', 6)","('million', 6)","('article', 4)","('sécurité', 3)","('social', 3)","('service', 3)","('domicile', 3)","('euro', 3)","('crédit', 3)","('autonomie', 3)"
AMANR5L15PO420120B3397P0D1N000221,"('revalorisation', 4)","('métier', 4)","('social', 4)","('professionnel', 4)","('santé', 3)","('part', 3)","('soin', 3)","('exercer', 3)","('pouvoir', 3)","('centre', 3)"
AMANR5L15PO420120B3397P0D1N000224,"('suivi', 4)","('représentant', 3)","('acteur', 3)","('conseil', 3)","('surveillance', 3)","('social', 2)","('complémentaire', 2)","('espace', 2)","('concertation', 2)","('pilotage', 2)"
AMANR5L15PO420120B3397P0D1N000226,"('ségur', 3)","('santé', 3)","('matière', 3)","('année', 2)","('beaucoup', 2)","('revalorisation', 2)","('or', 2)","('mars', 2)","('substituer', 1)","('donner', 1)"
AMANR5L15PO420120B3397P0D1N000227,"('répartition', 7)","('médicament', 6)","('million', 6)","('taux', 5)","('crise', 5)","('entreprise', 5)","('contribution', 5)","('pourcent', 4)","('ensemble', 4)","('année', 4)"
AMANR5L15PO420120B3397P0D1N000231,"('convention', 4)","('article', 3)","('actuel', 3)","('demander', 2)","('suppression', 2)","('médical', 2)","('nouveau', 2)","('conventionnel', 2)","('supprimer', 1)","('repousse', 1)"
AMANR5L15PO420120B3397P0D1N000236,"('article', 5)","('ressource', 4)","('santé', 4)","('consultation', 4)","('comité', 4)","('objectif', 3)","('mentionner', 3)","('activité', 3)","('place', 3)","('établissement', 3)"
AMANR5L15PO420120B3397P0D1N000238,"('investissement', 4)","('établissement', 4)","('santé', 4)","('article', 3)","('aide', 3)","('allocation', 2)","('compléter', 1)","('verser', 1)","('mentionner', 1)","('b', 1)"
AMANR5L15PO420120B3397P0D1N000239,"('public', 6)","('établissement', 6)","('santé', 5)","('service', 4)","('dette', 3)","('code', 2)","('hospitalier', 2)","('projet', 2)","('assurer', 2)","('article', 2)"
AMANR5L15PO420120B3397P0D1N000240,"('projet', 5)","('milliard', 5)","('aide', 4)","('investissement', 4)","('régional', 3)","('santé', 3)","('allocation', 3)","('ressource', 3)","('euro', 3)","('acteur', 3)"
AMANR5L15PO420120B3397P0D1N000241,"('santé', 6)","('versement', 5)","('conseil', 4)","('répartition', 3)","('régional', 3)","('critère', 3)","('définir', 3)","('investissement', 3)","('mission', 3)","('projet', 3)"
AMANR5L15PO420120B3397P0D1N000245,"('santé', 5)","('article', 4)","('établissement', 4)","('financement', 4)","('janvier', 3)","('sécurité', 3)","('social', 3)","('psychiatrie', 3)","('sanitaire', 3)","('mise', 3)"
AMANR5L15PO420120B3397P0D1N000246,"('date', 6)","('degré', 5)","('décembre', 4)","('établissement', 4)","('remplacer', 3)","('janvier', 3)","('crise', 3)","('modèle', 3)","('priver', 2)","('santé', 2)"
AMANR5L15PO420120B3397P0D1N000253,"('public', 7)","('ehpad', 6)","('social', 4)","('article', 3)","('priver', 3)","('code', 2)","('sécurité', 2)","('réduction', 2)","('établissement', 2)","('service', 2)"
AMANR5L15PO420120B3397P0D1N000254,"('nouveau', 4)","('contribution', 4)","('euro', 4)","('autonomie', 4)","('créer', 3)","('financement', 3)","('taux', 2)","('pourcent', 2)","('succession', 2)","('donation', 2)"
AMANR5L15PO420120B3397P0D1N000259,"('urgence', 7)","('patient', 6)","('passage', 4)","('forfait', 3)","('supprimer', 2)","('ticket', 2)","('modérateur', 2)","('établissement', 2)","('devoir', 2)","('assuré', 2)"
AMANR5L15PO420120B3397P0D1N000260,"('degré', 4)","('charge', 4)","('article', 3)","('participation', 2)","('cas', 2)","('prévoir', 2)","('place', 2)","('forfait', 2)","('passage', 2)","('urgence', 2)"
AMANR5L15PO420120B3397P0D1N000261,"('comité', 6)","('article', 5)","('hospitalisation', 5)","('public', 5)","('priver', 5)","('santé', 5)","('consultation', 4)","('ressource', 4)","('établissement', 4)","('financier', 3)"
AMANR5L15PO420120B3397P0D1N000268,"('allocation', 5)","('droit', 4)","('invalidité', 4)","('supplémentaire', 3)","('article', 2)","('sécurité', 2)","('social', 2)","('organisme', 2)","('servir', 2)","('assurer', 2)"
AMANR5L15PO420120B3397P0D1N000269,"('ssiad', 7)","('indu', 5)","('infirmier', 5)","('acte', 4)","('service', 3)","('auprès', 3)","('libéral', 3)","('idel', 3)","('cpam', 3)","('article', 2)"
AMANR5L15PO420120B3397P0D1N000270,"('article', 5)","('mise', 5)","('degré', 4)","('réserve', 4)","('santé', 3)","('soin', 3)","('ville', 3)","('code', 2)","('régional', 2)","('crédit', 2)"
AMANR5L15PO420120B3397P0D1N000271,"('article', 5)","('degré', 5)","('charge', 5)","('participation', 4)","('passage', 3)","('prendre', 3)","('assurance', 3)","('maladie', 3)","('forfait', 3)","('créer', 3)"
AMANR5L15PO420120B3397P0D1N000273,"('pouvoir', 3)","('compléter', 2)","('autorisation', 2)","('délai', 2)","('conséquence', 2)","('territoire', 2)","('national', 2)","('faire', 2)","('permettre', 2)","('médicament', 2)"
AMANR5L15PO420120B3397P0D1N000276,"('santé', 5)","('médecin', 5)","('article', 3)","('libéral', 3)","('zone', 2)","('conventionnement', 2)","('contre', 2)","('médical', 2)","('dispositif', 2)","('professionnel', 2)"
AMANR5L15PO420120B3397P0D1N000277,"('familial', 6)","('allocation', 3)","('adopter', 2)","('politique', 2)","('quotient', 2)","('parental', 2)","('mode', 2)","('garde', 2)","('français', 2)","('mois', 1)"
AMANR5L15PO420120B3397P0D1N000290,"('santé', 8)","('ondam', 4)","('représentant', 3)","('ville', 3)","('objectif', 3)","('cadre', 3)","('discussion', 3)","('logique', 3)","('comité', 2)","('professionnel', 2)"
AMANR5L15PO420120B3397P0D1N000293,"('article', 5)","('mise', 5)","('santé', 4)","('degré', 4)","('réserve', 4)","('soin', 3)","('sécurité', 3)","('social', 3)","('ondam', 3)","('ensemble', 3)"
AMANR5L15PO420120B3397P0D1N000294,"('année', 10)","('activité', 5)","('cotisation', 5)","('revenu', 5)","('article', 4)","('devoir', 4)","('perte', 4)","('bilan', 4)","('clore', 4)","('social', 3)"
AMANR5L15PO420120B3397P0D1N000295,"('dépense', 10)","('soin', 7)","('ville', 7)","('objectif', 3)","('mécanisme', 3)","('régulation', 3)","('article', 2)","('sécurité', 2)","('social', 2)","('maitrise', 2)"
AMANR5L15PO420120B3397P0D1N000298,"('an', 3)","('année', 2)","('réforme', 2)","('revenir', 2)","('insérer', 1)","('bis', 1)","('remplacer', 1)","('mise', 1)","('œuvre', 1)","('tarif', 1)"
AMANR5L15PO420120B3397P0D1N000299,"('charge', 12)","('patient', 8)","('prestation', 5)","('hospitalisation', 5)","('participation', 4)","('article', 3)","('forfaitaire', 3)","('national', 3)","('soin', 3)","('modalité', 3)"
AMANR5L15PO420120B3397P0D1N000301,"('entretien', 6)","('mère', 6)","('santé', 5)","('précoce', 5)","('femme', 5)","('domicile', 4)","('postnatal', 3)","('accouchement', 3)","('sage', 3)","('nouveau', 3)"
AMANR5L15PO420120B3397P0D1N000309,"('équipe', 4)","('soin', 4)","('coordonner', 3)","('santé', 3)","('établissement', 2)","('service', 2)","('modernisation', 2)","('investissement', 2)","('structure', 2)","('exercice', 2)"
AMANR5L15PO420120B3397P0D1N000310,"('convention', 4)","('article', 3)","('actuel', 3)","('demander', 2)","('suppression', 2)","('médical', 2)","('nouveau', 2)","('conventionnel', 2)","('supprimer', 1)","('repousse', 1)"
AMANR5L15PO420120B3397P0D1N000311,"('pourcent', 3)","('taux', 3)","('contribution', 3)","('urp', 3)","('article', 2)","('santé', 2)","('annuel', 2)","('fonctionnement', 2)","('substituer', 1)","('prévue', 1)"
AMANR5L15PO420120B3397P0D1N000314,"('rôle', 4)","('article', 4)","('mission', 3)","('maison', 2)","('départemental', 2)","('autonomie', 2)","('handicaper', 2)","('modifier', 2)","('cnsa', 2)","('nouveau', 2)"
AMANR5L15PO420120B3397P0D1N000316,"('prix', 13)","('médicament', 9)","('degré', 5)","('bout', 5)","('an', 5)","('asmr', 5)","('cas', 5)","('indication', 5)","('révision', 5)","('obtenir', 4)"
AMANR5L15PO420120B3397P0D1N000317,"('prix', 11)","('révision', 4)","('médicament', 4)","('an', 3)","('fixer', 3)","('indication', 3)","('sécurité', 2)","('social', 2)","('pouvoir', 2)","('inférieur', 2)"
AMANR5L15PO420120B3397P0D1N000318,"('prix', 15)","('révision', 6)","('garantie', 4)","('médicament', 4)","('produit', 3)","('européen', 3)","('indication', 3)","('sécurité', 2)","('social', 2)","('soumettre', 2)"
AMANR5L15PO420120B3397P0D1N000319,"('répartition', 7)","('médicament', 6)","('million', 6)","('taux', 5)","('crise', 5)","('entreprise', 5)","('contribution', 5)","('pourcent', 4)","('ensemble', 4)","('année', 4)"
AMANR5L15PO420120B3397P0D1N000321,"('aeeh', 6)","('allocation', 5)","('concertation', 5)","('transfert', 3)","('branche', 3)","('autonomie', 3)","('famille', 3)","('prestation', 3)","('compensation', 3)","('état', 3)"
AMANR5L15PO420120B3397P0D1N000324,"('article', 8)","('mentionner', 3)","('insérer', 2)","('titre', 2)","('consulter', 2)","('montant', 2)","('objectif', 2)","('allocation', 2)","('ressource', 2)","('destiner', 2)"
AMANR5L15PO420120B3397P0D1N000325,"('besoin', 6)","('financement', 3)","('pch', 3)","('évaluer', 2)","('couvert', 2)","('politique', 2)","('autonomie', 2)","('destination', 2)","('handicap', 2)","('aidant', 2)"
AMANR5L15PO420120B3397P0D1N000327,"('investissement', 4)","('établissement', 4)","('santé', 4)","('article', 3)","('aide', 3)","('allocation', 2)","('compléter', 1)","('verser', 1)","('mentionner', 1)","('b', 1)"
AMANR5L15PO420120B3397P0D1N000328,"('public', 6)","('établissement', 6)","('santé', 5)","('service', 4)","('dette', 3)","('code', 2)","('hospitalier', 2)","('projet', 2)","('assurer', 2)","('article', 2)"
AMANR5L15PO420120B3397P0D1N000329,"('professionnel', 5)","('handicap', 3)","('sanitaire', 3)","('attractivité', 2)","('métier', 2)","('établissement', 2)","('social', 2)","('ségur', 2)","('santé', 2)","('traitement', 2)"
AMANR5L15PO420120B3397P0D1N000330,"('projet', 5)","('milliard', 5)","('aide', 4)","('investissement', 4)","('régional', 3)","('santé', 3)","('allocation', 3)","('ressource', 3)","('euro', 3)","('acteur', 3)"
AMANR5L15PO420120B3397P0D1N000334,"('santé', 5)","('article', 4)","('établissement', 4)","('financement', 4)","('janvier', 3)","('sécurité', 3)","('social', 3)","('psychiatrie', 3)","('sanitaire', 3)","('mise', 3)"
AMANR5L15PO420120B3397P0D1N000335,"('date', 6)","('degré', 5)","('décembre', 4)","('établissement', 4)","('remplacer', 3)","('janvier', 3)","('crise', 3)","('modèle', 3)","('priver', 2)","('santé', 2)"
AMANR5L15PO420120B3397P0D1N000346,"('comité', 4)","('hospitalisation', 4)","('santé', 4)","('article', 3)","('code', 3)","('sécurité', 3)","('social', 3)","('public', 3)","('priver', 3)","('soin', 3)"
AMANR5L15PO420120B3397P0D1N000347,"('adulte', 10)","('établissement', 8)","('place', 6)","('enfant', 6)","('adolescent', 5)","('jeune', 4)","('nombre', 3)","('disponible', 3)","('handicap', 3)","('âge', 3)"
AMANR5L15PO420120B3397P0D1N000348,"('comité', 4)","('hospitalisation', 4)","('santé', 4)","('article', 3)","('public', 3)","('priver', 3)","('soin', 3)","('établissement', 3)","('ressource', 3)","('consultation', 3)"
AMANR5L15PO420120B3397P0D1N000349,"('santé', 4)","('établissement', 4)","('ressource', 4)","('psychiatrie', 3)","('article', 2)","('code', 2)","('sécurité', 2)","('social', 2)","('visibilité', 2)","('hospitalisation', 2)"
AMANR5L15PO420120B3397P0D1N000350,"('santé', 4)","('établissement', 4)","('ressource', 4)","('psychiatrie', 3)","('insérer', 2)","('article', 2)","('visibilité', 2)","('hospitalisation', 2)","('consultation', 2)","('comité', 2)"
AMANR5L15PO420120B3397P0D1N000351,"('santé', 7)","('public', 5)","('priver', 5)","('comité', 4)","('hospitalisation', 4)","('sécurité', 4)","('social', 4)","('dépense', 4)","('objectif', 3)","('national', 3)"
AMANR5L15PO420120B3397P0D1N000358,"('assurance', 7)","('maladie', 7)","('établissement', 6)","('santé', 5)","('exceptionnel', 4)","('complémentaire', 4)","('remboursement', 3)","('épidémie', 3)","('organisme', 3)","('titre', 2)"
AMANR5L15PO420120B3397P0D1N000362,"('mise', 4)","('article', 3)","('code', 3)","('santé', 3)","('réserve', 3)","('sécurité', 3)","('social', 3)","('public', 2)","('régional', 2)","('crédit', 2)"
AMANR5L15PO420120B3397P0D1N000368,"('établissement', 5)","('article', 4)","('investissement', 4)","('santé', 4)","('aide', 3)","('compléter', 2)","('mentionner', 2)","('part', 2)","('allocation', 2)","('code', 1)"
AMANR5L15PO420120B3397P0D1N000369,"('établissement', 5)","('santé', 4)","('public', 3)","('meilleur', 3)","('dotation', 2)","('allocation', 2)","('ressource', 2)","('migac', 2)","('financer', 2)","('service', 2)"
AMANR5L15PO420120B3397P0D1N000370,"('financement', 4)","('activité', 3)","('article', 2)","('vigueur', 2)","('compter', 2)","('janvier', 2)","('réforme', 2)","('insérer', 1)","('b', 1)","('bis', 1)"
AMANR5L15PO420120B3397P0D1N000378,"('répartition', 7)","('médicament', 6)","('million', 6)","('taux', 5)","('crise', 5)","('entreprise', 5)","('contribution', 5)","('pourcent', 4)","('ensemble', 4)","('année', 4)"
AMANR5L15PO420120B3397P0D1N000380,"('médicament', 8)","('politique', 5)","('production', 5)","('france', 5)","('prix', 3)","('considération', 3)","('industriel', 3)","('européen', 3)","('sanitaire', 3)","('europe', 3)"
AMANR5L15PO420120B3397P0D1N000388,"('téléconsultation', 6)","('article', 5)","('développement', 4)","('parcours', 4)","('soin', 4)","('santé', 3)","('assurance', 3)","('maladie', 3)","('consultation', 3)","('physique', 3)"
AMANR5L15PO420120B3397P0D1N000389,"('article', 3)","('compléter', 1)","('tard', 1)","('douz', 1)","('mois', 1)","('promulgation', 1)","('remettre', 1)","('parlement', 1)","('conséquence', 1)","('social', 1)"
AMANR5L15PO420120B3397P0D1N000392,"('article', 4)","('sécurité', 3)","('social', 3)","('lier', 3)","('financement', 2)","('dispositif', 2)","('exonération', 2)","('emploi', 2)","('agricole', 2)","('crise', 2)"
AMANR5L15PO420120B3397P0D1N000396,"('social', 4)","('sécurité', 3)","('production', 3)","('audiovisuel', 3)","('exonération', 3)","('patronal', 3)","('télévision', 3)","('média', 3)","('article', 2)","('code', 2)"
